## Sun Mar 12 17:57:32 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g1191.t1	31234.CRE14671	2.14e-10	68.9	KOG1721@1|root,KOG1721@2759|Eukaryota,39AYS@33154|Opisthokonta	33154|Opisthokonta	K	Transcription factor required for terminalia development. Negative regulator of the JAK STAT pathway represses JAK STAT-dependent expression of ventral veins lacking (vvl) in the posterior spiracles	ken	GO:0000003,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0007444,GO:0007487,GO:0007548,GO:0008150,GO:0009888,GO:0009889,GO:0009966,GO:0009968,GO:0010468,GO:0010556,GO:0010646,GO:0010648,GO:0019219,GO:0019222,GO:0022414,GO:0023051,GO:0023057,GO:0030539,GO:0030540,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0035215,GO:0035295,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045496,GO:0045497,GO:0046425,GO:0046426,GO:0046660,GO:0046661,GO:0048513,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048608,GO:0048731,GO:0048806,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0060429,GO:0061458,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902531,GO:1902532,GO:1903506,GO:1904892,GO:1904893,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	BTB,Lin-8,zf-C2H2
g1192.t1	104355.XP_007861458.1	3.93e-253	735.0	2BDI6@1|root,2S12Q@2759|Eukaryota,3A5PJ@33154|Opisthokonta,3P53I@4751|Fungi,3V44T@5204|Basidiomycota,225GK@155619|Agaricomycetes,3H45B@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Xylosidase arabinosidase	-	-	-	-	-	-	-	-	-	-	-	-	-
g1193.t1	984962.XP_009541606.1	4.01e-296	838.0	COG5076@1|root,KOG1827@2759|Eukaryota,38GU3@33154|Opisthokonta,3NU3D@4751|Fungi,3V0S3@5204|Basidiomycota,22805@155619|Agaricomycetes,3H16C@355688|Agaricomycetes incertae sedis	4751|Fungi	BK	Bromo adjacent homology domain	-	GO:0000228,GO:0000724,GO:0000725,GO:0000726,GO:0000785,GO:0000790,GO:0000819,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006259,GO:0006276,GO:0006281,GO:0006302,GO:0006303,GO:0006310,GO:0006325,GO:0006333,GO:0006337,GO:0006338,GO:0006351,GO:0006354,GO:0006366,GO:0006368,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016586,GO:0018130,GO:0019438,GO:0022402,GO:0022411,GO:0022603,GO:0031498,GO:0031974,GO:0031981,GO:0032774,GO:0032984,GO:0032986,GO:0032991,GO:0033554,GO:0034641,GO:0034644,GO:0034645,GO:0034654,GO:0034728,GO:0042173,GO:0043044,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0043937,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045595,GO:0046483,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051276,GO:0051716,GO:0065007,GO:0070013,GO:0070603,GO:0070914,GO:0071214,GO:0071478,GO:0071482,GO:0071704,GO:0071824,GO:0071840,GO:0090304,GO:0097659,GO:0098813,GO:0104004,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1904949	-	ko:K11756	-	-	-	-	ko00000,ko03021,ko03036	-	-	-	BAH,Bromodomain
g1194.t1	104355.XP_007870893.1	0.0	1078.0	KOG2262@1|root,KOG2262@2759|Eukaryota,38D6E@33154|Opisthokonta,3NUA6@4751|Fungi,3V40U@5204|Basidiomycota,227CX@155619|Agaricomycetes,3H0ZM@355688|Agaricomycetes incertae sedis	4751|Fungi	T	oligopeptide transporter	-	-	-	-	-	-	-	-	-	-	-	-	OPT
g1195.t1	85982.XP_007323706.1	2.16e-101	305.0	KOG3250@1|root,KOG3250@2759|Eukaryota,38CVG@33154|Opisthokonta,3P0UE@4751|Fungi,3V23A@5204|Basidiomycota,2254Y@155619|Agaricomycetes	4751|Fungi	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	-	GO:0000003,GO:0000338,GO:0000909,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006464,GO:0006508,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008180,GO:0009987,GO:0019538,GO:0019953,GO:0022414,GO:0030582,GO:0030584,GO:0032501,GO:0032502,GO:0032991,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044703,GO:0048608,GO:0048731,GO:0048856,GO:0051704,GO:0061458,GO:0070646,GO:0070647,GO:0070791,GO:0071704,GO:0075259,GO:1901564	-	ko:K12180	-	-	-	-	ko00000,ko04121	-	-	-	PCI
g1195.t2	85982.XP_007323706.1	1.24e-101	305.0	KOG3250@1|root,KOG3250@2759|Eukaryota,38CVG@33154|Opisthokonta,3P0UE@4751|Fungi,3V23A@5204|Basidiomycota,2254Y@155619|Agaricomycetes	4751|Fungi	OT	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	-	GO:0000003,GO:0000338,GO:0000909,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006464,GO:0006508,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008180,GO:0009987,GO:0019538,GO:0019953,GO:0022414,GO:0030582,GO:0030584,GO:0032501,GO:0032502,GO:0032991,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044703,GO:0048608,GO:0048731,GO:0048856,GO:0051704,GO:0061458,GO:0070646,GO:0070647,GO:0070791,GO:0071704,GO:0075259,GO:1901564	-	ko:K12180	-	-	-	-	ko00000,ko04121	-	-	-	PCI
g1196.t1	40492.XP_007310978.1	7.48e-285	814.0	COG0168@1|root,KOG1341@2759|Eukaryota,3AHCV@33154|Opisthokonta,3PBDS@4751|Fungi,3V3MT@5204|Basidiomycota,228P1@155619|Agaricomycetes,3H4F5@355688|Agaricomycetes incertae sedis	4751|Fungi	P	Cation transport protein	-	-	-	-	-	-	-	-	-	-	-	-	TrkH
g1197.t1	40483.S8FDN2	4.63e-259	736.0	COG1774@1|root,KOG4679@2759|Eukaryota,38DT3@33154|Opisthokonta,3NZ40@4751|Fungi,3V0FM@5204|Basidiomycota,224NW@155619|Agaricomycetes,3H1FV@355688|Agaricomycetes incertae sedis	4751|Fungi	S	PSP1-domain-containing protein	-	GO:0000932,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0032991,GO:0035770,GO:0036464,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:1901363,GO:1990904	-	-	-	-	-	-	-	-	-	-	PSP1
g1198.t1	40483.S8E3A8	2.37e-235	695.0	KOG4469@1|root,KOG4469@2759|Eukaryota,38GF1@33154|Opisthokonta,3NWFK@4751|Fungi,3UZPM@5204|Basidiomycota,226CI@155619|Agaricomycetes,3H3JH@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Rgp1-domain-containing protein	RGP1	GO:0000139,GO:0003674,GO:0005085,GO:0005088,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006810,GO:0008150,GO:0009966,GO:0009967,GO:0010646,GO:0010647,GO:0012505,GO:0016020,GO:0016192,GO:0016197,GO:0016482,GO:0017016,GO:0017112,GO:0017137,GO:0019899,GO:0023051,GO:0023056,GO:0031090,GO:0031267,GO:0031984,GO:0032006,GO:0032008,GO:0032045,GO:0032991,GO:0034066,GO:0042147,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0051020,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0065007,GO:0065009,GO:0098588,GO:0098772,GO:0098791,GO:1902531,GO:1902533,GO:1903939,GO:1904515	-	ko:K20477	-	-	-	-	ko00000,ko04131	-	-	-	Rgp1
g1199.t1	40483.S8EHF9	4.68e-106	324.0	2DZU1@1|root,2S7AT@2759|Eukaryota,3A95X@33154|Opisthokonta,3P7XJ@4751|Fungi,3V25I@5204|Basidiomycota,2286M@155619|Agaricomycetes,3H2BA@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	GO:0000375,GO:0000376,GO:0003674,GO:0003676,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006396,GO:0006417,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0008494,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0016070,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032268,GO:0032270,GO:0034248,GO:0034250,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0045182,GO:0045727,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0070129,GO:0070131,GO:0071704,GO:0080090,GO:0090079,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:2000112	-	-	-	-	-	-	-	-	-	-	-
g1199.t2	40483.S8EHF9	1.97e-106	323.0	2DZU1@1|root,2S7AT@2759|Eukaryota,3A95X@33154|Opisthokonta,3P7XJ@4751|Fungi,3V25I@5204|Basidiomycota,2286M@155619|Agaricomycetes,3H2BA@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	GO:0000375,GO:0000376,GO:0003674,GO:0003676,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006396,GO:0006417,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0008494,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0016070,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032268,GO:0032270,GO:0034248,GO:0034250,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0045182,GO:0045727,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0070129,GO:0070131,GO:0071704,GO:0080090,GO:0090079,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:2000112	-	-	-	-	-	-	-	-	-	-	-
g1201.t1	40483.S8DSQ3	1.13e-42	162.0	2C6FY@1|root,2SQ9Q@2759|Eukaryota,3AM14@33154|Opisthokonta,3PDQ9@4751|Fungi,3V5C7@5204|Basidiomycota,22C1Z@155619|Agaricomycetes,3H80P@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g1201.t2	40483.S8DSQ3	3.77e-44	166.0	2C6FY@1|root,2SQ9Q@2759|Eukaryota,3AM14@33154|Opisthokonta,3PDQ9@4751|Fungi,3V5C7@5204|Basidiomycota,22C1Z@155619|Agaricomycetes,3H80P@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g1201.t3	40483.S8DSQ3	1.61e-49	181.0	2C6FY@1|root,2SQ9Q@2759|Eukaryota,3AM14@33154|Opisthokonta,3PDQ9@4751|Fungi,3V5C7@5204|Basidiomycota,22C1Z@155619|Agaricomycetes,3H80P@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g1208.t1	5341.XP_007333885.1	7.68e-33	125.0	COG0514@1|root,KOG0351@2759|Eukaryota,3AI0Z@33154|Opisthokonta,3PAPN@4751|Fungi,3V3FH@5204|Basidiomycota,228N3@155619|Agaricomycetes,3W9RW@5338|Agaricales	4751|Fungi	A	helicase superfamily c-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	DEAD,Helicase_C
g1209.t1	40492.XP_007304010.1	5.03e-146	461.0	2D04A@1|root,2SCRC@2759|Eukaryota,3AJHP@33154|Opisthokonta,3PBIU@4751|Fungi,3VC0T@5204|Basidiomycota,22F3Z@155619|Agaricomycetes,3H8SS@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g1210.t1	85982.XP_007318922.1	1.46e-69	239.0	COG2940@1|root,KOG1082@2759|Eukaryota,38C0T@33154|Opisthokonta,3NZHJ@4751|Fungi,3V434@5204|Basidiomycota,22949@155619|Agaricomycetes	4751|Fungi	B	Set domain-containing protein	-	-	2.1.1.43	ko:K11419	ko00310,map00310	-	R03875,R03938,R04866,R04867	RC00003,RC00060,RC00181,RC00496	ko00000,ko00001,ko01000,ko03036	-	-	-	Pre-SET,SET
g1211.t1	984962.XP_009541507.1	5.32e-40	151.0	2EK49@1|root,2SQ3R@2759|Eukaryota,3AM7I@33154|Opisthokonta,3PE05@4751|Fungi,3V5JC@5204|Basidiomycota,229GI@155619|Agaricomycetes,3H59N@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g1212.t1	40483.S8E4B9	1.45e-186	576.0	KOG2896@1|root,KOG2896@2759|Eukaryota,39SMB@33154|Opisthokonta,3NU5N@4751|Fungi,3V14S@5204|Basidiomycota,226DT@155619|Agaricomycetes,3H0D3@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Vacuolar sorting 38 and autophagy-related subunit 14	-	-	-	ko:K21249	ko04140,map04140	-	-	-	ko00000,ko00001,ko04131	-	-	-	Atg14
g1213.t1	40483.S8E8D2	0.0	1002.0	COG5099@1|root,KOG2049@2759|Eukaryota,38DCC@33154|Opisthokonta,3NWIS@4751|Fungi,3UXZ7@5204|Basidiomycota,226BH@155619|Agaricomycetes,3H30U@355688|Agaricomycetes incertae sedis	4751|Fungi	J	ARM repeat-containing protein	-	GO:0000288,GO:0000956,GO:0001301,GO:0001302,GO:0001304,GO:0001308,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006325,GO:0006355,GO:0006401,GO:0006402,GO:0006417,GO:0006725,GO:0006807,GO:0006996,GO:0007568,GO:0007569,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010639,GO:0016043,GO:0016070,GO:0016071,GO:0017148,GO:0019219,GO:0019222,GO:0019439,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031935,GO:0031936,GO:0032268,GO:0032269,GO:0032502,GO:0033036,GO:0033043,GO:0033044,GO:0034248,GO:0034249,GO:0034641,GO:0034655,GO:0040029,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0045815,GO:0045893,GO:0045935,GO:0046483,GO:0046700,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051246,GO:0051248,GO:0051252,GO:0051254,GO:0051276,GO:0060255,GO:0060968,GO:0060969,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902275,GO:1902680,GO:1903506,GO:1903508,GO:1905268,GO:2000112,GO:2000113,GO:2001141,GO:2001251	-	-	-	-	-	-	-	-	-	-	PUF
g1213.t2	40483.S8E8D2	0.0	1011.0	COG5099@1|root,KOG2049@2759|Eukaryota,38DCC@33154|Opisthokonta,3NWIS@4751|Fungi,3UXZ7@5204|Basidiomycota,226BH@155619|Agaricomycetes,3H30U@355688|Agaricomycetes incertae sedis	4751|Fungi	J	ARM repeat-containing protein	-	GO:0000288,GO:0000956,GO:0001301,GO:0001302,GO:0001304,GO:0001308,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006325,GO:0006355,GO:0006401,GO:0006402,GO:0006417,GO:0006725,GO:0006807,GO:0006996,GO:0007568,GO:0007569,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010639,GO:0016043,GO:0016070,GO:0016071,GO:0017148,GO:0019219,GO:0019222,GO:0019439,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031935,GO:0031936,GO:0032268,GO:0032269,GO:0032502,GO:0033036,GO:0033043,GO:0033044,GO:0034248,GO:0034249,GO:0034641,GO:0034655,GO:0040029,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0045815,GO:0045893,GO:0045935,GO:0046483,GO:0046700,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051246,GO:0051248,GO:0051252,GO:0051254,GO:0051276,GO:0060255,GO:0060968,GO:0060969,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902275,GO:1902680,GO:1903506,GO:1903508,GO:1905268,GO:2000112,GO:2000113,GO:2001141,GO:2001251	-	-	-	-	-	-	-	-	-	-	PUF
g1213.t3	40483.S8E8D2	0.0	999.0	COG5099@1|root,KOG2049@2759|Eukaryota,38DCC@33154|Opisthokonta,3NWIS@4751|Fungi,3UXZ7@5204|Basidiomycota,226BH@155619|Agaricomycetes,3H30U@355688|Agaricomycetes incertae sedis	4751|Fungi	J	ARM repeat-containing protein	-	GO:0000288,GO:0000956,GO:0001301,GO:0001302,GO:0001304,GO:0001308,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006325,GO:0006355,GO:0006401,GO:0006402,GO:0006417,GO:0006725,GO:0006807,GO:0006996,GO:0007568,GO:0007569,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010639,GO:0016043,GO:0016070,GO:0016071,GO:0017148,GO:0019219,GO:0019222,GO:0019439,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031935,GO:0031936,GO:0032268,GO:0032269,GO:0032502,GO:0033036,GO:0033043,GO:0033044,GO:0034248,GO:0034249,GO:0034641,GO:0034655,GO:0040029,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0045815,GO:0045893,GO:0045935,GO:0046483,GO:0046700,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051246,GO:0051248,GO:0051252,GO:0051254,GO:0051276,GO:0060255,GO:0060968,GO:0060969,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902275,GO:1902680,GO:1903506,GO:1903508,GO:1905268,GO:2000112,GO:2000113,GO:2001141,GO:2001251	-	-	-	-	-	-	-	-	-	-	PUF
g1213.t4	40483.S8E8D2	0.0	1010.0	COG5099@1|root,KOG2049@2759|Eukaryota,38DCC@33154|Opisthokonta,3NWIS@4751|Fungi,3UXZ7@5204|Basidiomycota,226BH@155619|Agaricomycetes,3H30U@355688|Agaricomycetes incertae sedis	4751|Fungi	J	ARM repeat-containing protein	-	GO:0000288,GO:0000956,GO:0001301,GO:0001302,GO:0001304,GO:0001308,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006325,GO:0006355,GO:0006401,GO:0006402,GO:0006417,GO:0006725,GO:0006807,GO:0006996,GO:0007568,GO:0007569,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010639,GO:0016043,GO:0016070,GO:0016071,GO:0017148,GO:0019219,GO:0019222,GO:0019439,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031935,GO:0031936,GO:0032268,GO:0032269,GO:0032502,GO:0033036,GO:0033043,GO:0033044,GO:0034248,GO:0034249,GO:0034641,GO:0034655,GO:0040029,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0045815,GO:0045893,GO:0045935,GO:0046483,GO:0046700,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051246,GO:0051248,GO:0051252,GO:0051254,GO:0051276,GO:0060255,GO:0060968,GO:0060969,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902275,GO:1902680,GO:1903506,GO:1903508,GO:1905268,GO:2000112,GO:2000113,GO:2001141,GO:2001251	-	-	-	-	-	-	-	-	-	-	PUF
g1214.t1	40483.S8FDK6	9.97e-220	674.0	KOG1862@1|root,KOG1862@2759|Eukaryota,38UDY@33154|Opisthokonta,3NUVE@4751|Fungi,3V0ZY@5204|Basidiomycota,224KC@155619|Agaricomycetes,3H3ZT@355688|Agaricomycetes incertae sedis	4751|Fungi	S	GYF domain	SMY2	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005789,GO:0005829,GO:0006810,GO:0006888,GO:0006996,GO:0006997,GO:0008104,GO:0008150,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016192,GO:0019898,GO:0031081,GO:0031503,GO:0031984,GO:0033036,GO:0034613,GO:0034629,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051664,GO:0051668,GO:0070727,GO:0071840,GO:0098827	-	ko:K18730	-	-	-	-	ko00000,ko03019	-	-	-	GYF
g1215.t1	40483.S8FMS0	1.24e-253	713.0	COG0477@1|root,KOG3574@2759|Eukaryota,38C8A@33154|Opisthokonta,3NW00@4751|Fungi,3UYR2@5204|Basidiomycota,225BV@155619|Agaricomycetes,3H2DN@355688|Agaricomycetes incertae sedis	4751|Fungi	P	MFS general substrate transporter	-	GO:0000295,GO:0003674,GO:0005215,GO:0005346,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006862,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0008521,GO:0015075,GO:0015077,GO:0015078,GO:0015215,GO:0015216,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015605,GO:0015672,GO:0015711,GO:0015748,GO:0015865,GO:0015868,GO:0015876,GO:0015916,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034220,GO:0035348,GO:0042886,GO:0042887,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051181,GO:0051182,GO:0051184,GO:0051185,GO:0051234,GO:0051503,GO:0055085,GO:0071077,GO:0071106,GO:0071702,GO:0071705,GO:0071944,GO:0072348,GO:0072530,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1901264,GO:1901337,GO:1901505,GO:1901679,GO:1901682,GO:1902600	-	-	-	-	-	-	-	-	-	-	Acatn
g1216.t1	202698.XP_007378163.1	1.48e-165	480.0	299WK@1|root,2RGZ1@2759|Eukaryota,39JPT@33154|Opisthokonta,3Q41Q@4751|Fungi,3V02D@5204|Basidiomycota,227QT@155619|Agaricomycetes,3H924@355688|Agaricomycetes incertae sedis	4751|Fungi	G	Glycosyl hydrolases family 16	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_16
